p:(0.593242,0.482821),h:1,n:84,cr:0.114292;
p:(0.824807,0.643313),h:0,n:0,cr:0;
p:(0.826133,0.652024),h:0,n:0,cr:0;
p:(0.835345,0.655199),h:0,n:0,cr:0;
p:(0.83131,0.662764),h:0,n:0,cr:0;
p:(0.853502,0.659606),h:0,n:0,cr:0;
p:(0.860601,0.665095),h:0,n:0,cr:0;
p:(0.846947,0.665745),h:0,n:0,cr:0;
p:(0.823713,0.670702),h:0,n:0,cr:0;
p:(0.827119,0.675068),h:0,n:0,cr:0;
p:(0.855767,0.640531),h:0,n:0,cr:0;
p:(0.867852,0.650265),h:0,n:0,cr:0;
p:(0.846609,0.686328),h:0,n:0,cr:0;
p:(0.51145,0.0450551),h:0,n:0,cr:0;
p:(0.51855,0.0453117),h:0,n:0,cr:0;
p:(0.512583,0.0571687),h:0,n:0,cr:0;
p:(0.513997,0.0597336),h:0,n:0,cr:0;
p:(0.498736,0.0599819),h:0,n:0,cr:0;
p:(0.500534,0.0640137),h:0,n:0,cr:0;
p:(0.496916,0.0524478),h:0,n:0,cr:0;
p:(0.525451,0.066874),h:0,n:0,cr:0;
p:(0.523861,0.0669186),h:0,n:0,cr:0;
p:(0.5223,0.0588043),h:0,n:0,cr:0;
p:(0.53901,0.0349786),h:0,n:0,cr:0;
p:(0.542555,0.0387681),h:0,n:0,cr:0;
p:(0.535213,0.0403784),h:0,n:0,cr:0;
p:(0.532632,0.0413366),h:0,n:0,cr:0;
p:(0.535392,0.0551488),h:0,n:0,cr:0;
p:(0.546384,0.0569753),h:0,n:0,cr:0;
p:(0.551224,0.0346351),h:0,n:0,cr:0;
p:(0.519547,0.0303549),h:0,n:0,cr:0;
p:(0.461012,0.00621328),h:0,n:0,cr:0;
p:(0.460727,0.0083963),h:0,n:0,cr:0;
p:(0.455307,0.00902329),h:0,n:0,cr:0;
p:(0.471117,0.0107689),h:0,n:0,cr:0;
p:(0.448482,0.0216785),h:0,n:0,cr:0;
p:(0.445562,0.0276476),h:0,n:0,cr:0;
p:(0.471781,0.0273534),h:0,n:0,cr:0;
p:(0.473364,0.0333449),h:0,n:0,cr:0;
p:(0.483905,0.0210167),h:0,n:0,cr:0;
p:(0.460311,0.0451516),h:0,n:0,cr:0;
p:(0.505826,0.00127058),h:0,n:0,cr:0;
p:(0.504321,0.00450274),h:0,n:0,cr:0;
p:(0.512797,0.00112034),h:0,n:0,cr:0;
p:(0.512189,0.0142251),h:0,n:0,cr:0;
p:(0.492339,0.113625),h:0,n:0,cr:0;
p:(0.492907,0.116491),h:0,n:0,cr:0;
p:(0.487969,0.114404),h:0,n:0,cr:0;
p:(0.495438,0.118399),h:0,n:0,cr:0;
p:(0.502236,0.118734),h:0,n:0,cr:0;
p:(0.496047,0.13257),h:0,n:0,cr:0;
p:(0.484129,0.108666),h:0,n:0,cr:0;
p:(0.503114,0.10326),h:0,n:0,cr:0;
p:(0.475527,0.131679),h:0,n:0,cr:0;
p:(0.484889,0.0714242),h:0,n:0,cr:0;
p:(0.486867,0.0813209),h:0,n:0,cr:0;
p:(0.501754,0.0814121),h:0,n:0,cr:0;
p:(0.504746,0.0846006),h:0,n:0,cr:0;
p:(0.469782,0.0906431),h:0,n:0,cr:0;
p:(0.421918,0.0991811),h:0,n:0,cr:0;
p:(0.425866,0.109363),h:0,n:0,cr:0;
p:(0.433228,0.0899056),h:0,n:0,cr:0;
p:(0.450331,0.0872157),h:0,n:0,cr:0;
p:(0.454078,0.0962044),h:0,n:0,cr:0;
p:(0.44066,0.0522434),h:0,n:0,cr:0;
p:(0.439566,0.0569782),h:0,n:0,cr:0;
p:(0.451051,0.0609253),h:0,n:0,cr:0;
p:(0.374102,0.147227),h:0,n:0,cr:0;
p:(0.373248,0.154002),h:0,n:0,cr:0;
p:(0.38219,0.15327),h:0,n:0,cr:0;
p:(0.366422,0.162977),h:0,n:0,cr:0;
p:(0.383289,0.14021),h:0,n:0,cr:0;
p:(0.395591,0.1491),h:0,n:0,cr:0;
p:(0.39674,0.165559),h:0,n:0,cr:0;
p:(0.395334,0.174271),h:0,n:0,cr:0;
p:(0.407618,0.162128),h:0,n:0,cr:0;
p:(0.352571,0.14944),h:0,n:0,cr:0;
p:(0.350153,0.150174),h:0,n:0,cr:0;
p:(0.35084,0.154231),h:0,n:0,cr:0;
p:(0.364368,0.13897),h:0,n:0,cr:0;
p:(0.355644,0.142124),h:0,n:0,cr:0;
p:(0.35894,0.120437),h:0,n:0,cr:0;
p:(0.367781,0.122763),h:0,n:0,cr:0;
p:(0.361254,0.109762),h:0,n:0,cr:0;
p:(0.447388,0.122091),h:0,n:0,cr:0;
p:(0.450687,0.124155),h:0,n:0,cr:0;
p:(0.45055,0.11962),h:0,n:0,cr:0;
p:(0.441056,0.118882),h:0,n:0,cr:0;
p:(0.437464,0.125035),h:0,n:0,cr:0;
p:(0.444843,0.10728),h:0,n:0,cr:0;
p:(0.420961,0.119348),h:0,n:0,cr:0;
p:(0.425085,0.130421),h:0,n:0,cr:0;
p:(0.408923,0.132964),h:0,n:0,cr:0;
p:(0.40522,0.135284),h:0,n:0,cr:0;
p:(0.432896,0.144425),h:0,n:0,cr:0;
p:(0.425089,0.151918),h:0,n:0,cr:0;
p:(0.37488,0.0619859),h:0,n:0,cr:0;
p:(0.376321,0.0639596),h:0,n:0,cr:0;
p:(0.377747,0.0659864),h:0,n:0,cr:0;
p:(0.374887,0.0684555),h:0,n:0,cr:0;
p:(0.370483,0.0651349),h:0,n:0,cr:0;
p:(0.386447,0.0668255),h:0,n:0,cr:0;
p:(0.392286,0.0783343),h:0,n:0,cr:0;
p:(0.394942,0.0793283),h:0,n:0,cr:0;
p:(0.387626,0.0881705),h:0,n:0,cr:0;
p:(0.403149,0.0916631),h:0,n:0,cr:0;
p:(0.399912,0.095099),h:0,n:0,cr:0;
p:(0.406701,0.0530929),h:0,n:0,cr:0;
p:(0.409053,0.0604799),h:0,n:0,cr:0;
p:(0.415355,0.0545166),h:0,n:0,cr:0;
p:(0.407125,0.0710438),h:0,n:0,cr:0;
p:(0.410655,0.0744444),h:0,n:0,cr:0;
p:(0.424511,0.0651671),h:0,n:0,cr:0;
p:(0.363348,0.0917636),h:0,n:0,cr:0;
p:(0.372294,0.0946941),h:0,n:0,cr:0;
p:(0.414594,0.0145054),h:0,n:0,cr:0;
p:(0.410496,0.0158315),h:0,n:0,cr:0;
p:(0.42383,0.0274076),h:0,n:0,cr:0;
p:(0.396396,0.022159),h:0,n:0,cr:0;
p:(0.393056,0.0296798),h:0,n:0,cr:0;
p:(0.394229,0.00874326),h:0,n:0,cr:0;
p:(0.410763,0.0379182),h:0,n:0,cr:0;
p:(0.411688,0.0461832),h:0,n:0,cr:0;
p:(0.375442,0.0407841),h:0,n:0,cr:0;
p:(0.375593,0.0488978),h:0,n:0,cr:0;
p:(0.366439,0.0371586),h:0,n:0,cr:0;
p:(0.386721,0.0391809),h:0,n:0,cr:0;
p:(0.386356,0.0483038),h:0,n:0,cr:0;
p:(0.373541,0.0254913),h:0,n:0,cr:0;
p:(0.366155,0.0101791),h:0,n:0,cr:0;
p:(0.370085,0.0110505),h:0,n:0,cr:0;
p:(0.359797,0.00162568),h:0,n:0,cr:0;
p:(0.357355,0.0285371),h:0,n:0,cr:0;
p:(0.477329,0.575417),h:0,n:0,cr:0;
p:(0.485798,0.576967),h:0,n:0,cr:0;
p:(0.473228,0.583284),h:0,n:0,cr:0;
p:(0.475518,0.587183),h:0,n:0,cr:0;
p:(0.482763,0.597283),h:0,n:0,cr:0;
p:(0.477687,0.603138),h:0,n:0,cr:0;
p:(0.463875,0.6025),h:0,n:0,cr:0;
p:(0.463985,0.611032),h:0,n:0,cr:0;
p:(0.446078,0.609907),h:0,n:0,cr:0;
p:(0.451669,0.619025),h:0,n:0,cr:0;
p:(0.49551,0.624059),h:0,n:0,cr:0;
p:(0.48992,0.625585),h:0,n:0,cr:0;
p:(0.487454,0.616262),h:0,n:0,cr:0;
p:(0.459745,0.632302),h:0,n:0,cr:0;
p:(0.456342,0.637617),h:0,n:0,cr:0;
p:(0.468285,0.639794),h:0,n:0,cr:0;
p:(0.45971,0.643024),h:0,n:0,cr:0;
p:(0.460691,0.66488),h:0,n:0,cr:0;
p:(0.487281,0.659377),h:0,n:0,cr:0;
p:(0.510997,0.652414),h:0,n:0,cr:0;
p:(0.511637,0.653743),h:0,n:0,cr:0;
p:(0.51807,0.654009),h:0,n:0,cr:0;
p:(0.502565,0.649371),h:0,n:0,cr:0;
p:(0.523126,0.64878),h:0,n:0,cr:0;
p:(0.499306,0.660754),h:0,n:0,cr:0;
p:(0.50425,0.664655),h:0,n:0,cr:0;
p:(0.495725,0.67194),h:0,n:0,cr:0;
p:(0.503455,0.676323),h:0,n:0,cr:0;
p:(0.518426,0.666858),h:0,n:0,cr:0;
p:(0.542241,0.648634),h:0,n:0,cr:0;
p:(0.546382,0.655049),h:0,n:0,cr:0;
p:(0.550028,0.633932),h:0,n:0,cr:0;
p:(0.54413,0.67546),h:0,n:0,cr:0;
p:(0.518289,0.633834),h:0,n:0,cr:0;
p:(0.510024,0.63809),h:0,n:0,cr:0;
p:(0.517583,0.623373),h:0,n:0,cr:0;
p:(0.551414,0.576886),h:0,n:0,cr:0;
p:(0.550182,0.578702),h:0,n:0,cr:0;
p:(0.555687,0.57615),h:0,n:0,cr:0;
p:(0.541273,0.579716),h:0,n:0,cr:0;
p:(0.544859,0.584572),h:0,n:0,cr:0;
p:(0.534843,0.584708),h:0,n:0,cr:0;
p:(0.546376,0.595073),h:0,n:0,cr:0;
p:(0.563015,0.573809),h:0,n:0,cr:0;
p:(0.563461,0.589576),h:0,n:0,cr:0;
p:(0.53765,0.617821),h:0,n:0,cr:0;
p:(0.526689,0.618087),h:0,n:0,cr:0;
p:(0.55134,0.619144),h:0,n:0,cr:0;
p:(0.544888,0.621276),h:0,n:0,cr:0;
p:(0.559267,0.605464),h:0,n:0,cr:0;
p:(0.574163,0.607594),h:0,n:0,cr:0;
p:(0.505145,0.558443),h:0,n:0,cr:0;
p:(0.497403,0.564231),h:0,n:0,cr:0;
p:(0.51631,0.548193),h:0,n:0,cr:0;
p:(0.488483,0.55499),h:0,n:0,cr:0;
p:(0.480462,0.557534),h:0,n:0,cr:0;
p:(0.521363,0.566213),h:0,n:0,cr:0;
p:(0.51883,0.567712),h:0,n:0,cr:0;
p:(0.530224,0.576532),h:0,n:0,cr:0;
p:(0.535183,0.56176),h:0,n:0,cr:0;
p:(0.503319,0.56877),h:0,n:0,cr:0;
p:(0.502248,0.56942),h:0,n:0,cr:0;
p:(0.5069,0.570621),h:0,n:0,cr:0;
p:(0.51006,0.572344),h:0,n:0,cr:0;
p:(0.50446,0.578948),h:0,n:0,cr:0;
p:(0.502589,0.580777),h:0,n:0,cr:0;
p:(0.516229,0.59934),h:0,n:0,cr:0;
p:(0.516585,0.600514),h:0,n:0,cr:0;
p:(0.513807,0.602992),h:0,n:0,cr:0;
p:(0.509645,0.594337),h:0,n:0,cr:0;
p:(0.527561,0.596715),h:0,n:0,cr:0;
p:(0.511212,0.536747),h:0,n:0,cr:0;
p:(0.512248,0.538565),h:0,n:0,cr:0;
p:(0.511471,0.532394),h:0,n:0,cr:0;
p:(0.516579,0.527565),h:0,n:0,cr:0;
p:(0.506467,0.521575),h:0,n:0,cr:0;
p:(0.507772,0.525915),h:0,n:0,cr:0;
p:(0.491136,0.519553),h:0,n:0,cr:0;
p:(0.498312,0.532605),h:0,n:0,cr:0;
p:(0.469685,0.532792),h:0,n:0,cr:0;
p:(0.470393,0.539986),h:0,n:0,cr:0;
p:(0.460301,0.541078),h:0,n:0,cr:0;
p:(0.467099,0.551909),h:0,n:0,cr:0;
p:(0.604321,0.645958),h:0,n:0,cr:0;
p:(0.597123,0.646184),h:0,n:0,cr:0;
p:(0.602704,0.654459),h:0,n:0,cr:0;
p:(0.613188,0.636767),h:0,n:0,cr:0;
p:(0.616618,0.650039),h:0,n:0,cr:0;
p:(0.618596,0.656932),h:0,n:0,cr:0;
p:(0.580728,0.647565),h:0,n:0,cr:0;
p:(0.572028,0.648335),h:0,n:0,cr:0;
p:(0.590267,0.648588),h:0,n:0,cr:0;
p:(0.595339,0.610937),h:0,n:0,cr:0;
p:(0.586447,0.612653),h:0,n:0,cr:0;
p:(0.597171,0.620574),h:0,n:0,cr:0;
p:(0.600069,0.624111),h:0,n:0,cr:0;
p:(0.586044,0.621817),h:0,n:0,cr:0;
p:(0.579194,0.623733),h:0,n:0,cr:0;
p:(0.591259,0.629848),h:0,n:0,cr:0;
p:(0.586502,0.633927),h:0,n:0,cr:0;
p:(0.580937,0.686027),h:0,n:0,cr:0;
p:(0.577396,0.691002),h:0,n:0,cr:0;
p:(0.689493,0.96369),h:0,n:0,cr:0;
p:(0.688413,0.967154),h:0,n:0,cr:0;
p:(0.687851,0.960149),h:0,n:0,cr:0;
p:(0.693953,0.962598),h:0,n:0,cr:0;
p:(0.683782,0.951947),h:0,n:0,cr:0;
p:(0.684229,0.947861),h:0,n:0,cr:0;
p:(0.677413,0.959243),h:0,n:0,cr:0;
p:(0.672783,0.973888),h:0,n:0,cr:0;
p:(0.67998,0.977611),h:0,n:0,cr:0;
p:(0.663846,0.979614),h:0,n:0,cr:0;
p:(0.654401,0.948764),h:0,n:0,cr:0;
p:(0.664433,0.95855),h:0,n:0,cr:0;
p:(0.665229,0.933234),h:0,n:0,cr:0;
p:(0.711477,0.907215),h:0,n:0,cr:0;
p:(0.718078,0.910442),h:0,n:0,cr:0;
p:(0.703837,0.905189),h:0,n:0,cr:0;
p:(0.703469,0.923954),h:0,n:0,cr:0;
p:(0.697429,0.928511),h:0,n:0,cr:0;
p:(0.698371,0.942831),h:0,n:0,cr:0;
p:(0.727644,0.944854),h:0,n:0,cr:0;
p:(0.724869,0.945765),h:0,n:0,cr:0;
p:(0.733715,0.946708),h:0,n:0,cr:0;
p:(0.735281,0.947401),h:0,n:0,cr:0;
p:(0.687173,0.864434),h:0,n:0,cr:0;
p:(0.67992,0.86693),h:0,n:0,cr:0;
p:(0.680781,0.854283),h:0,n:0,cr:0;
p:(0.694638,0.854356),h:0,n:0,cr:0;
p:(0.697674,0.885885),h:0,n:0,cr:0;
p:(0.690603,0.888989),h:0,n:0,cr:0;
p:(0.71189,0.874848),h:0,n:0,cr:0;
p:(0.657147,0.862427),h:0,n:0,cr:0;
p:(0.657737,0.866281),h:0,n:0,cr:0;
p:(0.664307,0.855388),h:0,n:0,cr:0;
p:(0.638911,0.862249),h:0,n:0,cr:0;
p:(0.645139,0.877879),h:0,n:0,cr:0;
p:(0.673348,0.901892),h:0,n:0,cr:0;
p:(0.68285,0.917964),h:0,n:0,cr:0;
p:(0.653772,0.91557),h:0,n:0,cr:0;
p:(0.730376,0.88098),h:0,n:0,cr:0;
p:(0.731957,0.884471),h:0,n:0,cr:0;
p:(0.735441,0.887418),h:0,n:0,cr:0;
p:(0.726452,0.888859),h:0,n:0,cr:0;
p:(0.732646,0.898631),h:0,n:0,cr:0;
p:(0.727049,0.910527),h:0,n:0,cr:0;
p:(0.763999,0.880626),h:0,n:0,cr:0;
p:(0.753298,0.887267),h:0,n:0,cr:0;
p:(0.748137,0.872354),h:0,n:0,cr:0;
p:(0.730109,0.970715),h:0,n:0,cr:0;
p:(0.725106,0.97859),h:0,n:0,cr:0;
p:(0.739745,0.982478),h:0,n:0,cr:0;
p:(0.744934,0.995398),h:0,n:0,cr:0;
p:(0.74813,0.964122),h:0,n:0,cr:0;
p:(0.746163,0.966789),h:0,n:0,cr:0;
p:(0.771309,0.973387),h:0,n:0,cr:0;
p:(0.768249,0.975135),h:0,n:0,cr:0;
p:(0.761374,0.973397),h:0,n:0,cr:0;
p:(0.760868,0.981086),h:0,n:0,cr:0;
p:(0.767619,0.992293),h:0,n:0,cr:0;
p:(0.709814,0.966996),h:0,n:0,cr:0;
p:(0.701493,0.972523),h:0,n:0,cr:0;
p:(0.715469,0.986486),h:0,n:0,cr:0;
p:(0.72853,0.99088),h:0,n:0,cr:0;
p:(0.787795,0.951747),h:0,n:0,cr:0;
p:(0.784602,0.953449),h:0,n:0,cr:0;
p:(0.781378,0.963592),h:0,n:0,cr:0;
p:(0.772189,0.948729),h:0,n:0,cr:0;
p:(0.770367,0.953841),h:0,n:0,cr:0;
p:(0.802626,0.942375),h:0,n:0,cr:0;
p:(0.799652,0.943694),h:0,n:0,cr:0;
p:(0.817033,0.933846),h:0,n:0,cr:0;
p:(0.821348,0.971693),h:0,n:0,cr:0;
p:(0.824405,0.973885),h:0,n:0,cr:0;
p:(0.797701,0.974933),h:0,n:0,cr:0;
p:(0.807238,0.996723),h:0,n:0,cr:0;
p:(0.772072,0.910311),h:0,n:0,cr:0;
p:(0.775659,0.910682),h:0,n:0,cr:0;
p:(0.771254,0.906344),h:0,n:0,cr:0;
p:(0.765154,0.902376),h:0,n:0,cr:0;
p:(0.786972,0.911371),h:0,n:0,cr:0;
p:(0.767712,0.934265),h:0,n:0,cr:0;
p:(0.793633,0.883178),h:0,n:0,cr:0;
p:(0.791924,0.887199),h:0,n:0,cr:0;
p:(0.786447,0.892373),h:0,n:0,cr:0;
p:(0.803961,0.904231),h:0,n:0,cr:0;
p:(0.805438,0.910738),h:0,n:0,cr:0;
p:(0.849689,0.932159),h:0,n:0,cr:0;
p:(0.849869,0.943746),h:0,n:0,cr:0;
p:(0.836731,0.934039),h:0,n:0,cr:0;
p:(0.828884,0.937852),h:0,n:0,cr:0;
p:(0.830675,0.915405),h:0,n:0,cr:0;
p:(0.824738,0.915932),h:0,n:0,cr:0;
p:(0.613006,0.894311),h:0,n:0,cr:0;
p:(0.610017,0.897685),h:0,n:0,cr:0;
p:(0.613857,0.887661),h:0,n:0,cr:0;
p:(0.612435,0.877626),h:0,n:0,cr:0;
p:(0.600048,0.880937),h:0,n:0,cr:0;
p:(0.605036,0.905856),h:0,n:0,cr:0;
p:(0.602938,0.909994),h:0,n:0,cr:0;
p:(0.606021,0.918867),h:0,n:0,cr:0;
p:(0.585043,0.905095),h:0,n:0,cr:0;
p:(0.639315,0.894235),h:0,n:0,cr:0;
p:(0.637237,0.895169),h:0,n:0,cr:0;
p:(0.629455,0.926782),h:0,n:0,cr:0;
p:(0.635637,0.930154),h:0,n:0,cr:0;
p:(0.624375,0.938278),h:0,n:0,cr:0;
p:(0.568125,0.931477),h:0,n:0,cr:0;
p:(0.566818,0.935021),h:0,n:0,cr:0;
p:(0.563598,0.929001),h:0,n:0,cr:0;
p:(0.572119,0.926342),h:0,n:0,cr:0;
p:(0.576646,0.934775),h:0,n:0,cr:0;
p:(0.560503,0.915733),h:0,n:0,cr:0;
p:(0.553981,0.920013),h:0,n:0,cr:0;
p:(0.561459,0.900852),h:0,n:0,cr:0;
p:(0.631398,0.975997),h:0,n:0,cr:0;
p:(0.636559,0.982273),h:0,n:0,cr:0;
p:(0.632665,0.962981),h:0,n:0,cr:0;
p:(0.603405,0.984995),h:0,n:0,cr:0;
p:(0.606736,0.988126),h:0,n:0,cr:0;
p:(0.61244,0.997683),h:0,n:0,cr:0;
p:(0.656478,0.990758),h:0,n:0,cr:0;
p:(0.603777,0.959146),h:0,n:0,cr:0;
p:(0.114259,0.826695),h:0,n:0,cr:0;
p:(0.116747,0.829902),h:0,n:0,cr:0;
p:(0.106073,0.836974),h:0,n:0,cr:0;
p:(0.102155,0.838443),h:0,n:0,cr:0;
p:(0.0976189,0.849621),h:0,n:0,cr:0;
p:(0.0968454,0.850316),h:0,n:0,cr:0;
p:(0.0893877,0.846177),h:0,n:0,cr:0;
p:(0.0929044,0.860968),h:0,n:0,cr:0;
p:(0.112894,0.85726),h:0,n:0,cr:0;
p:(0.100169,0.816963),h:0,n:0,cr:0;
p:(0.0940628,0.819098),h:0,n:0,cr:0;
p:(0.107548,0.816638),h:0,n:0,cr:0;
p:(0.105685,0.804037),h:0,n:0,cr:0;
p:(0.11981,0.811053),h:0,n:0,cr:0;
p:(0.120943,0.836251),h:0,n:0,cr:0;
p:(0.118675,0.837501),h:0,n:0,cr:0;
p:(0.124088,0.838091),h:0,n:0,cr:0;
p:(0.12099,0.845602),h:0,n:0,cr:0;
p:(0.137881,0.821986),h:0,n:0,cr:0;
p:(0.129155,0.825181),h:0,n:0,cr:0;
p:(0.15236,0.820834),h:0,n:0,cr:0;
p:(0.161621,0.837893),h:0,n:0,cr:0;
p:(0.166561,0.840643),h:0,n:0,cr:0;
p:(0.153633,0.833308),h:0,n:0,cr:0;
p:(0.173064,0.840885),h:0,n:0,cr:0;
p:(0.167738,0.82759),h:0,n:0,cr:0;
p:(0.154976,0.854122),h:0,n:0,cr:0;
p:(0.153117,0.855395),h:0,n:0,cr:0;
p:(0.1602,0.856142),h:0,n:0,cr:0;
p:(0.161931,0.865361),h:0,n:0,cr:0;
p:(0.165924,0.871675),h:0,n:0,cr:0;
p:(0.159121,0.909545),h:0,n:0,cr:0;
p:(0.15654,0.912731),h:0,n:0,cr:0;
p:(0.163348,0.910025),h:0,n:0,cr:0;
p:(0.149779,0.905377),h:0,n:0,cr:0;
p:(0.149799,0.92536),h:0,n:0,cr:0;
p:(0.120365,0.918121),h:0,n:0,cr:0;
p:(0.129024,0.923087),h:0,n:0,cr:0;
p:(0.135819,0.907199),h:0,n:0,cr:0;
p:(0.144784,0.880478),h:0,n:0,cr:0;
p:(0.139005,0.885372),h:0,n:0,cr:0;
p:(0.127422,0.877582),h:0,n:0,cr:0;
p:(0.100203,0.886264),h:0,n:0,cr:0;
p:(0.0980053,0.889818),h:0,n:0,cr:0;
p:(0.0945251,0.87999),h:0,n:0,cr:0;
p:(0.109384,0.88309),h:0,n:0,cr:0;
p:(0.0885453,0.887162),h:0,n:0,cr:0;
p:(0.101243,0.904872),h:0,n:0,cr:0;
p:(0.0918383,0.914052),h:0,n:0,cr:0;
p:(0.0803096,0.899487),h:0,n:0,cr:0;
p:(0.109854,0.977236),h:0,n:0,cr:0;
p:(0.114286,0.985474),h:0,n:0,cr:0;
p:(0.113076,0.966815),h:0,n:0,cr:0;
p:(0.0991249,0.972383),h:0,n:0,cr:0;
p:(0.0953008,0.989092),h:0,n:0,cr:0;
p:(0.128586,0.960293),h:0,n:0,cr:0;
p:(0.0984566,0.954665),h:0,n:0,cr:0;
p:(0.102324,0.957269),h:0,n:0,cr:0;
p:(0.0886967,0.956775),h:0,n:0,cr:0;
p:(0.0891343,0.938221),h:0,n:0,cr:0;
p:(0.0839271,0.94731),h:0,n:0,cr:0;
p:(0.059764,0.90846),h:0,n:0,cr:0;
p:(0.0522193,0.908705),h:0,n:0,cr:0;
p:(0.0676096,0.916896),h:0,n:0,cr:0;
p:(0.0531876,0.889739),h:0,n:0,cr:0;
p:(0.0594975,0.895899),h:0,n:0,cr:0;
p:(0.0424757,0.92111),h:0,n:0,cr:0;
p:(0.0428521,0.933908),h:0,n:0,cr:0;
p:(0.0426058,0.905459),h:0,n:0,cr:0;
p:(0.0272621,0.925203),h:0,n:0,cr:0;
p:(0.0274707,0.917683),h:0,n:0,cr:0;
p:(0.0268293,0.888616),h:0,n:0,cr:0;
p:(0.00319551,0.911503),h:0,n:0,cr:0;
p:(0.00967755,0.915105),h:0,n:0,cr:0;
p:(0.00518948,0.904269),h:0,n:0,cr:0;
p:(0.000104695,0.9243),h:0,n:0,cr:0;
p:(0.000576023,0.925086),h:0,n:0,cr:0;
p:(0.00640378,0.932969),h:0,n:0,cr:0;
p:(0.00965261,0.864583),h:0,n:0,cr:0;
p:(0.00685169,0.865944),h:0,n:0,cr:0;
p:(0.0187708,0.863165),h:0,n:0,cr:0;
p:(0.000358435,0.880816),h:0,n:0,cr:0;
p:(0.00333791,0.893101),h:0,n:0,cr:0;
p:(0.0303827,0.834911),h:0,n:0,cr:0;
p:(0.0350828,0.836448),h:0,n:0,cr:0;
p:(0.0424834,0.842273),h:0,n:0,cr:0;
p:(0.0470226,0.844446),h:0,n:0,cr:0;
p:(0.0299626,0.855435),h:0,n:0,cr:0;
p:(0.0645162,0.825284),h:0,n:0,cr:0;
p:(0.0600462,0.831765),h:0,n:0,cr:0;
p:(0.0703285,0.839394),h:0,n:0,cr:0;
p:(0.0601296,0.843123),h:0,n:0,cr:0;
p:(0.0726759,0.862806),h:0,n:0,cr:0;
p:(0.0653648,0.870536),h:0,n:0,cr:0;
p:(0.0520469,0.865045),h:0,n:0,cr:0;
p:(0.0378031,0.870726),h:0,n:0,cr:0;
p:(0.00425859,0.825433),h:0,n:0,cr:0;
p:(0.0105638,0.829247),h:0,n:0,cr:0;
p:(0.00901396,0.839057),h:0,n:0,cr:0;
p:(0.0111255,0.810498),h:0,n:0,cr:0;
p:(0.00485856,0.810499),h:0,n:0,cr:0;
p:(0.0224181,0.812826),h:0,n:0,cr:0;
p:(0.0198048,0.991871),h:0,n:0,cr:0;
p:(0.0252657,0.992378),h:0,n:0,cr:0;
p:(0.0255701,0.998522),h:0,n:0,cr:0;
p:(0.0233614,0.999968),h:0,n:0,cr:0;
p:(0.0334463,0.988553),h:0,n:0,cr:0;
p:(0.0196028,0.979814),h:0,n:0,cr:0;
p:(0.00279357,0.975506),h:0,n:0,cr:0;
p:(0.00776243,0.978468),h:0,n:0,cr:0;
p:(0.0312836,0.941244),h:0,n:0,cr:0;
p:(0.0343883,0.94254),h:0,n:0,cr:0;
p:(0.0218229,0.940604),h:0,n:0,cr:0;
p:(0.0244649,0.952968),h:0,n:0,cr:0;
p:(0.0290886,0.957187),h:0,n:0,cr:0;
p:(0.065668,0.982818),h:0,n:0,cr:0;
p:(0.0665984,0.986115),h:0,n:0,cr:0;
p:(0.0690325,0.978302),h:0,n:0,cr:0;
p:(0.0571376,0.976124),h:0,n:0,cr:0;
p:(0.0538931,0.996664),h:0,n:0,cr:0;
p:(0.0448007,0.976227),h:0,n:0,cr:0;
p:(0.0456366,0.979575),h:0,n:0,cr:0;
p:(0.0456487,0.98751),h:0,n:0,cr:0;
p:(0.0646781,0.940351),h:0,n:0,cr:0;
p:(0.060473,0.945253),h:0,n:0,cr:0;
p:(0.0696288,0.955666),h:0,n:0,cr:0;
p:(0.62007,0.729936),h:0,n:0,cr:0;
p:(0.622665,0.731919),h:0,n:0,cr:0;
p:(0.607449,0.7428),h:0,n:0,cr:0;
p:(0.601332,0.75342),h:0,n:0,cr:0;
p:(0.62454,0.757788),h:0,n:0,cr:0;
p:(0.614722,0.775449),h:0,n:0,cr:0;
p:(0.66394,0.75524),h:0,n:0,cr:0;
p:(0.676749,0.755641),h:0,n:0,cr:0;
p:(0.658017,0.772127),h:0,n:0,cr:0;
p:(0.645678,0.753763),h:0,n:0,cr:0;
p:(0.647096,0.760537),h:0,n:0,cr:0;
p:(0.67414,0.784107),h:0,n:0,cr:0;
p:(0.661894,0.717672),h:0,n:0,cr:0;
p:(0.671204,0.71849),h:0,n:0,cr:0;
p:(0.654164,0.724861),h:0,n:0,cr:0;
p:(0.644324,0.732501),h:0,n:0,cr:0;
p:(0.647535,0.738597),h:0,n:0,cr:0;
p:(0.626547,0.696718),h:0,n:0,cr:0;
p:(0.625333,0.697972),h:0,n:0,cr:0;
p:(0.632257,0.698701),h:0,n:0,cr:0;
p:(0.620091,0.706362),h:0,n:0,cr:0;
p:(0.623306,0.709177),h:0,n:0,cr:0;
p:(0.613678,0.705687),h:0,n:0,cr:0;
p:(0.639131,0.715577),h:0,n:0,cr:0;
p:(0.636549,0.721589),h:0,n:0,cr:0;
p:(0.596091,0.720032),h:0,n:0,cr:0;
p:(0.604359,0.723534),h:0,n:0,cr:0;
p:(0.586441,0.713466),h:0,n:0,cr:0;
p:(0.59211,0.733903),h:0,n:0,cr:0;
p:(0.588459,0.734223),h:0,n:0,cr:0;
