p:(0.460652,0.471639),h:3,n:3,cr:0.744007;
p:(0.251634,0.266301),h:0,n:0,cr:0;
p:(0.229652,0.276343),h:0,n:0,cr:0;
p:(0.20482,0.276292),h:0,n:0,cr:0;
p:(0.224135,0.250811),h:0,n:0,cr:0;
p:(0.221128,0.335087),h:0,n:0,cr:0;
p:(0.252287,0.290513),h:0,n:0,cr:0;
p:(0.24011,0.262218),h:0,n:0,cr:0;
p:(0.221514,0.303456),h:0,n:0,cr:0;
p:(0.263682,0.294515),h:0,n:0,cr:0;
p:(0.213801,0.276289),h:0,n:0,cr:0;
p:(0.212737,0.334409),h:0,n:0,cr:0;
p:(0.245996,0.2858),h:0,n:0,cr:0;
p:(0.211025,0.274193),h:0,n:0,cr:0;
p:(0.278112,0.285398),h:0,n:0,cr:0;
p:(0.216485,0.309097),h:0,n:0,cr:0;
p:(0.212773,0.252903),h:0,n:0,cr:0;
p:(0.238655,0.322891),h:0,n:0,cr:0;
p:(0.263942,0.281488),h:0,n:0,cr:0;
p:(0.230934,0.257358),h:0,n:0,cr:0;
p:(0.228331,0.301895),h:0,n:0,cr:0;
p:(0.260268,0.281673),h:0,n:0,cr:0;
p:(0.210847,0.317046),h:0,n:0,cr:0;
p:(0.251781,0.296081),h:0,n:0,cr:0;
p:(0.216174,0.33672),h:0,n:0,cr:0;
p:(0.253433,0.313299),h:0,n:0,cr:0;
p:(0.229711,0.327414),h:0,n:0,cr:0;
p:(0.187533,0.276235),h:0,n:0,cr:0;
p:(0.162757,0.273911),h:0,n:0,cr:0;
p:(0.181161,0.341354),h:0,n:0,cr:0;
p:(0.155336,0.292889),h:0,n:0,cr:0;
p:(0.184066,0.282284),h:0,n:0,cr:0;
p:(0.199724,0.287736),h:0,n:0,cr:0;
p:(0.142119,0.294601),h:0,n:0,cr:0;
p:(0.188248,0.287189),h:0,n:0,cr:0;
p:(0.116995,0.291188),h:0,n:0,cr:0;
p:(0.138082,0.285365),h:0,n:0,cr:0;
p:(0.188687,0.257939),h:0,n:0,cr:0;
p:(0.196091,0.320772),h:0,n:0,cr:0;
p:(0.164405,0.274335),h:0,n:0,cr:0;
p:(0.185987,0.285885),h:0,n:0,cr:0;
p:(0.191511,0.30229),h:0,n:0,cr:0;
p:(0.196719,0.265539),h:0,n:0,cr:0;
p:(0.182116,0.275352),h:0,n:0,cr:0;
p:(0.143818,0.283392),h:0,n:0,cr:0;
p:(0.207712,0.318035),h:0,n:0,cr:0;
p:(0.147299,0.316133),h:0,n:0,cr:0;
p:(0.195442,0.269696),h:0,n:0,cr:0;
p:(0.158204,0.335684),h:0,n:0,cr:0;
p:(0.159886,0.303839),h:0,n:0,cr:0;
p:(0.143027,0.273638),h:0,n:0,cr:0;
p:(0.163024,0.254484),h:0,n:0,cr:0;
p:(0.173955,0.35019),h:0,n:0,cr:0;
p:(0.177227,0.293584),h:0,n:0,cr:0;
p:(0.188484,0.356944),h:0,n:0,cr:0;
p:(0.160479,0.272181),h:0,n:0,cr:0;
p:(0.174065,0.288277),h:0,n:0,cr:0;
p:(0.157042,0.309342),h:0,n:0,cr:0;
p:(0.165348,0.266706),h:0,n:0,cr:0;
p:(0.188593,0.322017),h:0,n:0,cr:0;
p:(0.141832,0.265902),h:0,n:0,cr:0;
p:(0.125449,0.310101),h:0,n:0,cr:0;
p:(0.189388,0.324453),h:0,n:0,cr:0;
p:(0.167704,0.342388),h:0,n:0,cr:0;
p:(0.1754,0.303519),h:0,n:0,cr:0;
p:(0.157791,0.336134),h:0,n:0,cr:0;
p:(0.1226,0.306084),h:0,n:0,cr:0;
p:(0.185513,0.280339),h:0,n:0,cr:0;
p:(0.125053,0.284392),h:0,n:0,cr:0;
p:(0.131752,0.311868),h:0,n:0,cr:0;
p:(0.127271,0.283519),h:0,n:0,cr:0;
p:(0.13714,0.288559),h:0,n:0,cr:0;
p:(0.114023,0.29886),h:0,n:0,cr:0;
p:(0.188241,0.353714),h:0,n:0,cr:0;
p:(0.208124,0.312841),h:0,n:0,cr:0;
p:(0.16045,0.30688),h:0,n:0,cr:0;
p:(0.192675,0.269176),h:0,n:0,cr:0;
p:(0.140183,0.288452),h:0,n:0,cr:0;
p:(0.155648,0.309679),h:0,n:0,cr:0;
p:(0.176153,0.340217),h:0,n:0,cr:0;
p:(0.170057,0.310469),h:0,n:0,cr:0;
p:(0.105371,0.292411),h:0,n:0,cr:0;
p:(0.14766,0.881062),h:0,n:0,cr:0;
p:(0.114459,0.880683),h:0,n:0,cr:0;
p:(0.112964,0.861265),h:0,n:0,cr:0;
p:(0.109233,0.86909),h:0,n:0,cr:0;
p:(0.0975437,0.892721),h:0,n:0,cr:0;
p:(0.1331,0.86385),h:0,n:0,cr:0;
p:(0.0518689,0.877099),h:0,n:0,cr:0;
p:(0.0564608,0.871851),h:0,n:0,cr:0;
p:(0.131244,0.866993),h:0,n:0,cr:0;
p:(0.136962,0.897424),h:0,n:0,cr:0;
p:(0.0594924,0.887748),h:0,n:0,cr:0;
p:(0.133326,0.892116),h:0,n:0,cr:0;
p:(0.0574968,0.896493),h:0,n:0,cr:0;
p:(0.12058,0.8878),h:0,n:0,cr:0;
p:(0.1084,0.891285),h:0,n:0,cr:0;
p:(0.0918911,0.891607),h:0,n:0,cr:0;
p:(0.103633,0.896038),h:0,n:0,cr:0;
p:(0.0656846,0.8893),h:0,n:0,cr:0;
p:(0.0383814,0.876525),h:0,n:0,cr:0;
p:(0.101945,0.889479),h:0,n:0,cr:0;
p:(0.0905641,0.91427),h:0,n:0,cr:0;
p:(0.0701137,0.897932),h:0,n:0,cr:0;
p:(0.116601,0.925016),h:0,n:0,cr:0;
p:(0.0664177,0.897292),h:0,n:0,cr:0;
p:(0.110002,0.906531),h:0,n:0,cr:0;
p:(0.111709,0.918573),h:0,n:0,cr:0;
p:(0.0764926,0.902004),h:0,n:0,cr:0;
p:(0.0742902,0.887395),h:0,n:0,cr:0;
p:(0.128375,0.879234),h:0,n:0,cr:0;
p:(0.129645,0.884931),h:0,n:0,cr:0;
p:(0.135815,0.895596),h:0,n:0,cr:0;
p:(0.0591445,0.873811),h:0,n:0,cr:0;
p:(0.131831,0.907407),h:0,n:0,cr:0;
p:(0.14632,0.882587),h:0,n:0,cr:0;
p:(0.0486322,0.869026),h:0,n:0,cr:0;
p:(0.129401,0.912213),h:0,n:0,cr:0;
p:(0.127298,0.870752),h:0,n:0,cr:0;
p:(0.0787204,0.882136),h:0,n:0,cr:0;
p:(0.0665209,0.881048),h:0,n:0,cr:0;
p:(0.102398,0.883321),h:0,n:0,cr:0;
p:(0.101284,0.861408),h:0,n:0,cr:0;
p:(0.0854747,0.87158),h:0,n:0,cr:0;
p:(0.0957659,0.913909),h:0,n:0,cr:0;
p:(0.0850344,0.882259),h:0,n:0,cr:0;
p:(0.10338,0.89653),h:0,n:0,cr:0;
p:(0.097908,0.873761),h:0,n:0,cr:0;
p:(0.0435367,0.88016),h:0,n:0,cr:0;
p:(0.13792,0.865184),h:0,n:0,cr:0;
p:(0.138987,0.897477),h:0,n:0,cr:0;
p:(0.061096,0.901267),h:0,n:0,cr:0;
p:(0.0116807,0.886344),h:0,n:0,cr:0;
p:(0.0162189,0.891817),h:0,n:0,cr:0;
p:(0.000956713,0.886886),h:0,n:0,cr:0;
p:(0.0350534,0.889721),h:0,n:0,cr:0;
p:(0.00701368,0.888727),h:0,n:0,cr:0;
p:(0.0225663,0.870172),h:0,n:0,cr:0;
p:(0.0332826,0.878929),h:0,n:0,cr:0;
p:(0.00732811,0.882146),h:0,n:0,cr:0;
p:(0.0143573,0.887792),h:0,n:0,cr:0;
p:(0.0988576,0.83505),h:0,n:0,cr:0;
p:(0.118126,0.847953),h:0,n:0,cr:0;
p:(0.0951945,0.815197),h:0,n:0,cr:0;
p:(0.124236,0.846642),h:0,n:0,cr:0;
p:(0.101507,0.832095),h:0,n:0,cr:0;
p:(0.0953408,0.818996),h:0,n:0,cr:0;
p:(0.0858311,0.860834),h:0,n:0,cr:0;
p:(0.108828,0.84703),h:0,n:0,cr:0;
p:(0.0926569,0.826748),h:0,n:0,cr:0;
p:(0.0829198,0.854548),h:0,n:0,cr:0;
p:(0.0957045,0.83482),h:0,n:0,cr:0;
p:(0.0672935,0.840808),h:0,n:0,cr:0;
p:(0.103048,0.833873),h:0,n:0,cr:0;
p:(0.11133,0.830331),h:0,n:0,cr:0;
p:(0.0852648,0.843786),h:0,n:0,cr:0;
p:(0.0584144,0.849446),h:0,n:0,cr:0;
p:(0.0459354,0.864584),h:0,n:0,cr:0;
p:(0.064685,0.856635),h:0,n:0,cr:0;
p:(0.0414706,0.856839),h:0,n:0,cr:0;
p:(0.0636517,0.829405),h:0,n:0,cr:0;
p:(0.0835347,0.857743),h:0,n:0,cr:0;
p:(0.0675243,0.847515),h:0,n:0,cr:0;
p:(0.0518025,0.841419),h:0,n:0,cr:0;
p:(0.0829734,0.826154),h:0,n:0,cr:0;
p:(0.110877,0.856414),h:0,n:0,cr:0;
p:(0.0697371,0.862481),h:0,n:0,cr:0;
p:(0.0556819,0.853165),h:0,n:0,cr:0;
p:(0.111268,0.85366),h:0,n:0,cr:0;
p:(0.08533,0.822649),h:0,n:0,cr:0;
p:(0.039787,0.861404),h:0,n:0,cr:0;
p:(0.120777,0.842086),h:0,n:0,cr:0;
p:(0.117232,0.852745),h:0,n:0,cr:0;
p:(0.121135,0.845184),h:0,n:0,cr:0;
p:(0.00887705,0.853776),h:0,n:0,cr:0;
p:(0.0178355,0.851501),h:0,n:0,cr:0;
p:(0.0112378,0.852248),h:0,n:0,cr:0;
p:(0.0525293,0.521563),h:0,n:0,cr:0;
p:(0.0732357,0.514382),h:0,n:0,cr:0;
p:(0.0382648,0.514936),h:0,n:0,cr:0;
p:(0.0407559,0.511386),h:0,n:0,cr:0;
p:(0.100709,0.579176),h:0,n:0,cr:0;
p:(0.0649769,0.493503),h:0,n:0,cr:0;
p:(0.0608362,0.523216),h:0,n:0,cr:0;
p:(0.101861,0.533062),h:0,n:0,cr:0;
p:(0.082918,0.557722),h:0,n:0,cr:0;
p:(0.0722504,0.51935),h:0,n:0,cr:0;
p:(0.0711748,0.477534),h:0,n:0,cr:0;
p:(0.0823889,0.527653),h:0,n:0,cr:0;
p:(0.0307031,0.511673),h:0,n:0,cr:0;
p:(0.0978629,0.551088),h:0,n:0,cr:0;
p:(0.111119,0.546156),h:0,n:0,cr:0;
p:(0.0741684,0.513222),h:0,n:0,cr:0;
p:(0.0628103,0.486525),h:0,n:0,cr:0;
p:(0.091924,0.516717),h:0,n:0,cr:0;
p:(0.0965826,0.514962),h:0,n:0,cr:0;
p:(0.0346053,0.512397),h:0,n:0,cr:0;
p:(0.0757552,0.483356),h:0,n:0,cr:0;
p:(0.111563,0.5567),h:0,n:0,cr:0;
p:(0.0708096,0.545637),h:0,n:0,cr:0;
p:(0.0538262,0.497105),h:0,n:0,cr:0;
p:(0.0807974,0.502026),h:0,n:0,cr:0;
p:(0.058126,0.543876),h:0,n:0,cr:0;
p:(0.0658444,0.488609),h:0,n:0,cr:0;
p:(0.0558922,0.494718),h:0,n:0,cr:0;
p:(0.08776,0.505262),h:0,n:0,cr:0;
p:(0.0502549,0.503432),h:0,n:0,cr:0;
p:(0.0864132,0.535869),h:0,n:0,cr:0;
p:(0.0594555,0.500424),h:0,n:0,cr:0;
p:(0.0970372,0.535385),h:0,n:0,cr:0;
p:(0.0951523,0.546266),h:0,n:0,cr:0;
p:(0.0794486,0.494271),h:0,n:0,cr:0;
p:(0.107717,0.536539),h:0,n:0,cr:0;
p:(0.0516883,0.497029),h:0,n:0,cr:0;
p:(0.0631765,0.489344),h:0,n:0,cr:0;
p:(0.0585138,0.494654),h:0,n:0,cr:0;
p:(0.0835536,0.568043),h:0,n:0,cr:0;
p:(0.0613668,0.492186),h:0,n:0,cr:0;
p:(0.0491625,0.449105),h:0,n:0,cr:0;
p:(0.0347164,0.431844),h:0,n:0,cr:0;
p:(0.0207081,0.413732),h:0,n:0,cr:0;
p:(0.0139049,0.447123),h:0,n:0,cr:0;
p:(0.0320041,0.477887),h:0,n:0,cr:0;
p:(0.000405591,0.437667),h:0,n:0,cr:0;
p:(0.0364889,0.462033),h:0,n:0,cr:0;
p:(0.028757,0.482426),h:0,n:0,cr:0;
p:(0.0106171,0.393948),h:0,n:0,cr:0;
p:(0.0234531,0.424995),h:0,n:0,cr:0;
p:(0.0143773,0.425826),h:0,n:0,cr:0;
p:(0.0254371,0.47603),h:0,n:0,cr:0;
p:(0.0193035,0.404403),h:0,n:0,cr:0;
p:(0.0265022,0.459513),h:0,n:0,cr:0;
p:(0.0100931,0.444206),h:0,n:0,cr:0;
p:(0.0183669,0.435209),h:0,n:0,cr:0;
p:(0.0265387,0.482106),h:0,n:0,cr:0;
p:(0.026756,0.455307),h:0,n:0,cr:0;
p:(0.0402403,0.500408),h:0,n:0,cr:0;
p:(0.0208756,0.434504),h:0,n:0,cr:0;
p:(0.0541025,0.479966),h:0,n:0,cr:0;
p:(0.0044803,0.419748),h:0,n:0,cr:0;
p:(0.034596,0.445666),h:0,n:0,cr:0;
p:(0.0561255,0.479832),h:0,n:0,cr:0;
p:(0.042147,0.473301),h:0,n:0,cr:0;
p:(0.0117127,0.389503),h:0,n:0,cr:0;
p:(0.0110657,0.412444),h:0,n:0,cr:0;
p:(0.0369971,0.456783),h:0,n:0,cr:0;
p:(0.0104478,0.425716),h:0,n:0,cr:0;
p:(0.0250809,0.465758),h:0,n:0,cr:0;
p:(0.0319008,0.490939),h:0,n:0,cr:0;
p:(0.0459418,0.49623),h:0,n:0,cr:0;
p:(0.032439,0.421201),h:0,n:0,cr:0;
p:(0.0126317,0.485671),h:0,n:0,cr:0;
p:(0.0034719,0.462637),h:0,n:0,cr:0;
p:(0.0317631,0.464644),h:0,n:0,cr:0;
p:(0.0605172,0.459101),h:0,n:0,cr:0;
p:(0.0483191,0.459861),h:0,n:0,cr:0;
p:(0.00302104,0.366832),h:0,n:0,cr:0;
p:(0.0350704,0.504827),h:0,n:0,cr:0;
p:(0.0286266,0.439955),h:0,n:0,cr:0;
p:(0.0588605,0.560872),h:0,n:0,cr:0;
p:(0.0356664,0.523548),h:0,n:0,cr:0;
p:(0.0050762,0.487254),h:0,n:0,cr:0;
p:(0.036516,0.539584),h:0,n:0,cr:0;
p:(0.0156992,0.609179),h:0,n:0,cr:0;
p:(0.0306337,0.529754),h:0,n:0,cr:0;
p:(0.0633928,0.567817),h:0,n:0,cr:0;
p:(0.00935241,0.609736),h:0,n:0,cr:0;
p:(0.0355706,0.589339),h:0,n:0,cr:0;
p:(0.0253088,0.590602),h:0,n:0,cr:0;
p:(0.0110069,0.522075),h:0,n:0,cr:0;
p:(0.0192173,0.594273),h:0,n:0,cr:0;
p:(0.0278327,0.554068),h:0,n:0,cr:0;
p:(0.0297167,0.595663),h:0,n:0,cr:0;
p:(0.0573717,0.549224),h:0,n:0,cr:0;
p:(0.0323375,0.563875),h:0,n:0,cr:0;
p:(0.00717383,0.601599),h:0,n:0,cr:0;
p:(0.0358954,0.595243),h:0,n:0,cr:0;
p:(0.0509814,0.583101),h:0,n:0,cr:0;
p:(0.0332592,0.54845),h:0,n:0,cr:0;
p:(0.00629338,0.547015),h:0,n:0,cr:0;
p:(0.0470298,0.546783),h:0,n:0,cr:0;
p:(0.00399594,0.537714),h:0,n:0,cr:0;
p:(0.0165607,0.526524),h:0,n:0,cr:0;
p:(0.00613772,0.60649),h:0,n:0,cr:0;
p:(0.00146079,0.581605),h:0,n:0,cr:0;
p:(0.0625016,0.581415),h:0,n:0,cr:0;
p:(0.0628131,0.581729),h:0,n:0,cr:0;
p:(0.0539527,0.543225),h:0,n:0,cr:0;
p:(0.0152341,0.598529),h:0,n:0,cr:0;
p:(0.0442301,0.546342),h:0,n:0,cr:0;
p:(0.00877866,0.531582),h:0,n:0,cr:0;
p:(0.0409423,0.572548),h:0,n:0,cr:0;
p:(0.0101474,0.608964),h:0,n:0,cr:0;
p:(0.00951167,0.605761),h:0,n:0,cr:0;
p:(0.0165302,0.561606),h:0,n:0,cr:0;
p:(0.0421057,0.59859),h:0,n:0,cr:0;
p:(0.0376852,0.597235),h:0,n:0,cr:0;
p:(0.0100672,0.556874),h:0,n:0,cr:0;
p:(0.0636465,0.592134),h:0,n:0,cr:0;
p:(0.0162668,0.55008),h:0,n:0,cr:0;
p:(0.00793308,0.529814),h:0,n:0,cr:0;
p:(0.051581,0.542558),h:0,n:0,cr:0;
p:(0.0300469,0.546594),h:0,n:0,cr:0;
p:(0.00396585,0.597409),h:0,n:0,cr:0;
p:(0.0717282,0.573908),h:0,n:0,cr:0;
p:(0.0460813,0.601087),h:0,n:0,cr:0;
p:(0.026027,0.551691),h:0,n:0,cr:0;
p:(0.0280759,0.536393),h:0,n:0,cr:0;
p:(0.0303808,0.571324),h:0,n:0,cr:0;
p:(0.0272214,0.569393),h:0,n:0,cr:0;
p:(0.021453,0.518048),h:0,n:0,cr:0;
p:(0.0221336,0.610695),h:0,n:0,cr:0;
p:(0.0813455,0.585266),h:0,n:0,cr:0;
p:(0.169607,0.906804),h:0,n:0,cr:0;
p:(0.173301,0.937714),h:0,n:0,cr:0;
p:(0.191772,0.921405),h:0,n:0,cr:0;
p:(0.14823,0.925379),h:0,n:0,cr:0;
p:(0.17483,0.926294),h:0,n:0,cr:0;
p:(0.094923,0.998142),h:0,n:0,cr:0;
p:(0.186951,0.910262),h:0,n:0,cr:0;
p:(0.170221,0.945608),h:0,n:0,cr:0;
p:(0.10163,0.976935),h:0,n:0,cr:0;
p:(0.169592,0.917369),h:0,n:0,cr:0;
p:(0.139076,0.954704),h:0,n:0,cr:0;
p:(0.129481,0.97071),h:0,n:0,cr:0;
p:(0.157333,0.931437),h:0,n:0,cr:0;
p:(0.119147,0.966402),h:0,n:0,cr:0;
p:(0.11877,0.941074),h:0,n:0,cr:0;
p:(0.129111,0.976691),h:0,n:0,cr:0;
p:(0.132878,0.928843),h:0,n:0,cr:0;
p:(0.145175,0.931261),h:0,n:0,cr:0;
p:(0.193217,0.908329),h:0,n:0,cr:0;
p:(0.146572,0.969675),h:0,n:0,cr:0;
p:(0.131675,0.965357),h:0,n:0,cr:0;
p:(0.13856,0.97833),h:0,n:0,cr:0;
p:(0.166055,0.938453),h:0,n:0,cr:0;
p:(0.112731,0.969715),h:0,n:0,cr:0;
p:(0.129889,0.943071),h:0,n:0,cr:0;
p:(0.12131,0.988975),h:0,n:0,cr:0;
p:(0.186002,0.906138),h:0,n:0,cr:0;
p:(0.148798,0.939587),h:0,n:0,cr:0;
p:(0.134651,0.975755),h:0,n:0,cr:0;
p:(0.181384,0.93273),h:0,n:0,cr:0;
p:(0.120481,0.993605),h:0,n:0,cr:0;
p:(0.16049,0.930909),h:0,n:0,cr:0;
p:(0.175714,0.906164),h:0,n:0,cr:0;
p:(0.150659,0.938374),h:0,n:0,cr:0;
p:(0.153594,0.920722),h:0,n:0,cr:0;
p:(0.118983,0.950909),h:0,n:0,cr:0;
p:(0.130808,0.921073),h:0,n:0,cr:0;
p:(0.140699,0.945515),h:0,n:0,cr:0;
p:(0.187093,0.903515),h:0,n:0,cr:0;
p:(0.133005,0.917526),h:0,n:0,cr:0;
p:(0.112464,0.997996),h:0,n:0,cr:0;
p:(0.160836,0.919872),h:0,n:0,cr:0;
p:(0.18667,0.926706),h:0,n:0,cr:0;
p:(0.260445,0.649659),h:0,n:0,cr:0;
p:(0.262785,0.604379),h:0,n:0,cr:0;
p:(0.264172,0.633585),h:0,n:0,cr:0;
p:(0.30258,0.586537),h:0,n:0,cr:0;
p:(0.305987,0.645644),h:0,n:0,cr:0;
p:(0.295309,0.615935),h:0,n:0,cr:0;
p:(0.297622,0.659112),h:0,n:0,cr:0;
p:(0.277614,0.664511),h:0,n:0,cr:0;
p:(0.25243,0.589522),h:0,n:0,cr:0;
p:(0.258196,0.617387),h:0,n:0,cr:0;
p:(0.30405,0.643331),h:0,n:0,cr:0;
p:(0.312183,0.608781),h:0,n:0,cr:0;
p:(0.31212,0.609239),h:0,n:0,cr:0;
p:(0.2992,0.598195),h:0,n:0,cr:0;
p:(0.299381,0.61547),h:0,n:0,cr:0;
p:(0.286909,0.605683),h:0,n:0,cr:0;
p:(0.283063,0.597793),h:0,n:0,cr:0;
p:(0.312034,0.625652),h:0,n:0,cr:0;
p:(0.292167,0.62849),h:0,n:0,cr:0;
p:(0.256155,0.601284),h:0,n:0,cr:0;
p:(0.294756,0.614615),h:0,n:0,cr:0;
p:(0.247914,0.57491),h:0,n:0,cr:0;
p:(0.269521,0.578701),h:0,n:0,cr:0;
p:(0.299079,0.623174),h:0,n:0,cr:0;
p:(0.271673,0.627968),h:0,n:0,cr:0;
p:(0.249836,0.583233),h:0,n:0,cr:0;
p:(0.310673,0.617315),h:0,n:0,cr:0;
p:(0.269153,0.651384),h:0,n:0,cr:0;
p:(0.271069,0.66793),h:0,n:0,cr:0;
p:(0.290668,0.663956),h:0,n:0,cr:0;
p:(0.302109,0.64259),h:0,n:0,cr:0;
p:(0.282955,0.669488),h:0,n:0,cr:0;
p:(0.27191,0.580748),h:0,n:0,cr:0;
p:(0.255392,0.615003),h:0,n:0,cr:0;
p:(0.2698,0.630029),h:0,n:0,cr:0;
p:(0.286957,0.637438),h:0,n:0,cr:0;
p:(0.27219,0.603625),h:0,n:0,cr:0;
p:(0.301763,0.65712),h:0,n:0,cr:0;
p:(0.280188,0.687766),h:0,n:0,cr:0;
p:(0.270718,0.698511),h:0,n:0,cr:0;
p:(0.26749,0.687479),h:0,n:0,cr:0;
p:(0.269854,0.692473),h:0,n:0,cr:0;
p:(0.258112,0.683574),h:0,n:0,cr:0;
p:(0.246071,0.576721),h:0,n:0,cr:0;
p:(0.23636,0.653087),h:0,n:0,cr:0;
p:(0.241415,0.67532),h:0,n:0,cr:0;
p:(0.236071,0.661914),h:0,n:0,cr:0;
p:(0.236531,0.665822),h:0,n:0,cr:0;
p:(0.235047,0.613683),h:0,n:0,cr:0;
p:(0.248125,0.642059),h:0,n:0,cr:0;
p:(0.244964,0.659527),h:0,n:0,cr:0;
p:(0.238256,0.618198),h:0,n:0,cr:0;
p:(0.225776,0.619058),h:0,n:0,cr:0;
p:(0.229855,0.665193),h:0,n:0,cr:0;
p:(0.228383,0.63412),h:0,n:0,cr:0;
p:(0.229905,0.641597),h:0,n:0,cr:0;
p:(0.233734,0.623585),h:0,n:0,cr:0;
p:(0.240905,0.679126),h:0,n:0,cr:0;
p:(0.253159,0.670014),h:0,n:0,cr:0;
p:(0.235748,0.648925),h:0,n:0,cr:0;
p:(0.249796,0.633783),h:0,n:0,cr:0;
p:(0.231179,0.664827),h:0,n:0,cr:0;
p:(0.230576,0.631331),h:0,n:0,cr:0;
p:(0.242439,0.634404),h:0,n:0,cr:0;
p:(0.255178,0.640392),h:0,n:0,cr:0;
p:(0.244259,0.6084),h:0,n:0,cr:0;
p:(0.22963,0.638837),h:0,n:0,cr:0;
p:(0.235714,0.605631),h:0,n:0,cr:0;
p:(0.229385,0.666137),h:0,n:0,cr:0;
p:(0.240389,0.61122),h:0,n:0,cr:0;
p:(0.239468,0.590055),h:0,n:0,cr:0;
p:(0.232761,0.633804),h:0,n:0,cr:0;
p:(0.235971,0.587275),h:0,n:0,cr:0;
p:(0.236155,0.577718),h:0,n:0,cr:0;
p:(0.236002,0.69279),h:0,n:0,cr:0;
p:(0.236501,0.62095),h:0,n:0,cr:0;
p:(0.232131,0.584041),h:0,n:0,cr:0;
p:(0.239346,0.653862),h:0,n:0,cr:0;
p:(0.253945,0.703921),h:0,n:0,cr:0;
p:(0.25322,0.697616),h:0,n:0,cr:0;
p:(0.247806,0.703456),h:0,n:0,cr:0;
p:(0.074161,0.633072),h:0,n:0,cr:0;
p:(0.119111,0.589637),h:0,n:0,cr:0;
p:(0.101735,0.590354),h:0,n:0,cr:0;
p:(0.0701613,0.623144),h:0,n:0,cr:0;
p:(0.0994544,0.621065),h:0,n:0,cr:0;
p:(0.1323,0.577451),h:0,n:0,cr:0;
p:(0.101475,0.584432),h:0,n:0,cr:0;
p:(0.06732,0.612764),h:0,n:0,cr:0;
p:(0.0937795,0.61728),h:0,n:0,cr:0;
p:(0.117833,0.591266),h:0,n:0,cr:0;
p:(0.0988831,0.615025),h:0,n:0,cr:0;
p:(0.066054,0.612081),h:0,n:0,cr:0;
p:(0.0691778,0.618505),h:0,n:0,cr:0;
p:(0.120746,0.586457),h:0,n:0,cr:0;
p:(0.103844,0.608389),h:0,n:0,cr:0;
p:(0.101623,0.594092),h:0,n:0,cr:0;
p:(0.067404,0.631752),h:0,n:0,cr:0;
p:(0.111443,0.610921),h:0,n:0,cr:0;
p:(0.107359,0.614266),h:0,n:0,cr:0;
p:(0.104335,0.587657),h:0,n:0,cr:0;
p:(0.0908957,0.596608),h:0,n:0,cr:0;
p:(0.0926953,0.610313),h:0,n:0,cr:0;
p:(0.0576804,0.630614),h:0,n:0,cr:0;
p:(0.0548905,0.63266),h:0,n:0,cr:0;
p:(0.0777214,0.642413),h:0,n:0,cr:0;
p:(0.0671619,0.60537),h:0,n:0,cr:0;
p:(0.127193,0.600321),h:0,n:0,cr:0;
p:(0.122674,0.593424),h:0,n:0,cr:0;
p:(0.0584341,0.614771),h:0,n:0,cr:0;
p:(0.0997274,0.616447),h:0,n:0,cr:0;
p:(0.107185,0.611128),h:0,n:0,cr:0;
p:(0.088524,0.628933),h:0,n:0,cr:0;
p:(0.104816,0.617354),h:0,n:0,cr:0;
p:(0.105503,0.579328),h:0,n:0,cr:0;
p:(0.101491,0.61732),h:0,n:0,cr:0;
p:(0.129022,0.572727),h:0,n:0,cr:0;
p:(0.141603,0.606969),h:0,n:0,cr:0;
p:(0.192214,0.663227),h:0,n:0,cr:0;
p:(0.223656,0.651132),h:0,n:0,cr:0;
p:(0.180421,0.684178),h:0,n:0,cr:0;
p:(0.198021,0.612442),h:0,n:0,cr:0;
p:(0.187616,0.618958),h:0,n:0,cr:0;
p:(0.210692,0.606542),h:0,n:0,cr:0;
p:(0.200947,0.661792),h:0,n:0,cr:0;
p:(0.184025,0.666707),h:0,n:0,cr:0;
p:(0.1767,0.639199),h:0,n:0,cr:0;
p:(0.211786,0.678161),h:0,n:0,cr:0;
p:(0.199617,0.677342),h:0,n:0,cr:0;
p:(0.149041,0.629471),h:0,n:0,cr:0;
p:(0.195753,0.603984),h:0,n:0,cr:0;
p:(0.143621,0.586288),h:0,n:0,cr:0;
p:(0.220673,0.647033),h:0,n:0,cr:0;
p:(0.142323,0.579601),h:0,n:0,cr:0;
p:(0.17691,0.618806),h:0,n:0,cr:0;
p:(0.207704,0.61819),h:0,n:0,cr:0;
p:(0.151647,0.62301),h:0,n:0,cr:0;
p:(0.220047,0.648727),h:0,n:0,cr:0;
p:(0.18605,0.637593),h:0,n:0,cr:0;
p:(0.21839,0.667672),h:0,n:0,cr:0;
p:(0.211238,0.594684),h:0,n:0,cr:0;
p:(0.149591,0.623344),h:0,n:0,cr:0;
p:(0.203437,0.715902),h:0,n:0,cr:0;
p:(0.176973,0.599531),h:0,n:0,cr:0;
p:(0.199944,0.685175),h:0,n:0,cr:0;
p:(0.220056,0.707972),h:0,n:0,cr:0;
p:(0.185589,0.689024),h:0,n:0,cr:0;
p:(0.148711,0.613399),h:0,n:0,cr:0;
p:(0.1865,0.62569),h:0,n:0,cr:0;
p:(0.196107,0.639271),h:0,n:0,cr:0;
p:(0.17986,0.674486),h:0,n:0,cr:0;
p:(0.223152,0.667299),h:0,n:0,cr:0;
p:(0.203304,0.602185),h:0,n:0,cr:0;
p:(0.137453,0.582566),h:0,n:0,cr:0;
p:(0.153702,0.632658),h:0,n:0,cr:0;
